distributor_id,industry,sku,category,sales,avg_quarterly_sales,movement_category,quarter,year,total_quarter_sales,prev_quarter_sales,is_diwali,is_ganesh_chaturthi,is_gudi_padwa,is_eid,is_akshay_tritiya,is_dussehra_navratri,is_onam,is_christmas,time_idx
DIST011,Healthcare,Faber-Castell Highlighters,Office Supplies,11172.28,6957.07,Slow Moving,4,2025,11172.28,8702.73,1,0,0,0,0,1,0,1,7957
DIST030,Financial Services,Tata Tea Premium 1kg,Beverages,1711.55,1121.9,Fast Moving,4,2021,1711.55,1675.88,1,0,0,0,0,1,0,1,21902
DIST016,E-commerce,Pawzone Cat Scratch Post,Pet Supplies,1933.84,2378.99,Slow Moving,3,2023,1933.84,1191.92,0,1,0,1,0,1,1,0,11848
DIST013,Manufacturing,UNO Card Game,Toys,4781.92,6096.26,Slow Moving,1,2025,4781.92,8420.44,0,0,1,1,0,0,0,0,9797
DIST007,E-commerce,Red Bull Energy Drink,Beverages,7041.84,7460.29,Medium,1,2025,7041.84,9835.95,0,0,1,1,0,0,0,0,5116
DIST036,Healthcare,Olay Total Effects Day Cream,Beauty,958.17,2151.41,Fast Moving,1,2023,958.17,1439.05,0,0,1,1,0,0,0,0,26309
DIST031,Education,Tommy Hilfiger Classic Shirt,Apparel,5739.19,4766.13,Slow Moving,4,2022,5739.19,3865.55,1,0,0,0,0,1,0,1,22756
DIST009,Manufacturing,Berger Silk Luxury Emulsion,Paint and ancillaries,3277.13,6173.7,Fast Moving,1,2021,3277.13,4787.95,0,0,1,0,0,0,0,0,6521
DIST014,Manufacturing,Cosco Volleyball,Sports,913.77,838.75,Medium,2,2022,913.77,665.64,0,0,1,0,1,0,0,0,10014
DIST002,Hospitality,Michelin P215/65R16 Tires,Automotive,2138.54,2763.1,Medium,1,2020,2138.54,1924.69,0,0,1,0,0,0,0,0,824
DIST040,Retail,PlayStation 5 Digital Edition,Toys,12507.84,13593.1,Medium,1,2024,12507.84,24682.92,0,0,1,1,0,0,0,0,29779
DIST042,Retail,Saffola Active Oil 5L,Food,1365.36,1329.98,Medium,2,2025,1365.36,1137.67,0,0,1,1,1,0,0,0,31498
DIST014,Manufacturing,Bosch Spark Plug Set,Automotive,5356.28,5780.38,Fast Moving,4,2024,5356.28,3575.82,1,0,0,0,0,1,0,1,10139
DIST010,E-commerce,Neelgagan Stamp Pad,Office Supplies,421.25,365.18,Medium,2,2023,421.25,334.12,0,0,1,0,1,0,0,0,7464
DIST045,E-commerce,Pidilite M-Seal,Paint and ancillaries,2319.74,1812.46,Fast Moving,2,2020,2319.74,1202.08,0,0,1,1,1,0,0,0,33369
DIST043,Education,Fevicol SH Wood Adhesive 1kg,Paint and ancillaries,4292.97,6171.51,Slow Moving,4,2024,4292.97,4642.77,1,0,0,0,0,1,0,1,32319
DIST003,Education,Garmin Forerunner Watch,Sports,5319.87,4715.79,Fast Moving,2,2023,5319.87,4293.35,0,0,1,0,1,0,0,0,2098
DIST005,Financial Services,Savic Dog Carrier,Pet Supplies,2941.79,3801.62,Medium,2,2021,2941.79,2022.94,0,0,1,1,1,0,0,0,3620
DIST008,Manufacturing,Volini Spray,Health,4820.55,4947.15,Slow Moving,3,2023,4820.55,3577.98,0,1,0,1,0,1,1,0,5768
DIST007,E-commerce,Rubik's Cube Original,Toys,2401.09,2167.18,Slow Moving,2,2021,2401.09,1948.93,0,0,1,1,1,0,0,0,4687
DIST050,Wholesale,Dove Moisturizing Cream,Beauty,3973.62,3468.33,Medium,2,2023,3973.62,3245.58,0,0,1,0,1,0,0,0,37181
DIST030,Financial Services,Farmina N&D Dog Food 12kg,Pet Supplies,2188.3,2546.34,Medium,1,2020,2188.3,1969.47,0,0,1,0,0,0,0,0,21758
DIST026,Manufacturing,Dell XPS 15 Laptop,Electronics,3980.49,6356.26,Fast Moving,3,2021,3980.49,3564.56,0,1,0,1,0,1,1,0,18313
DIST046,Manufacturing,Whiskas Cat Food Tuna 7kg,Pet Supplies,3002.2,1685.14,Medium,3,2025,3002.2,2691.75,0,1,0,0,0,1,1,0,34719
DIST001,Manufacturing,Louis Vuitton Neverfull Bag,Apparel,29026.1,68246.14,Medium,1,2024,29026.1,46107.58,0,0,1,1,0,0,0,0,129
DIST036,Healthcare,Adidas Running Shoes,Sports,1754.87,1700.72,Fast Moving,2,2022,1754.87,1764.7,0,0,1,0,1,0,0,0,26491
DIST013,Manufacturing,Exide Battery 65Ah,Automotive,32406.07,36472.36,Medium,3,2022,32406.07,29017.52,0,1,0,1,0,1,1,0,9017
DIST024,Hospitality,Ponds Face Powder,Beauty,3170.79,2244.92,Fast Moving,4,2021,3170.79,2086.45,1,0,0,0,0,1,0,1,17379
DIST038,Education,Slazenger Tennis Balls,Sports,4145.42,3804.0,Fast Moving,2,2024,4145.42,2703.94,0,0,1,1,1,0,0,0,28023
DIST042,Retail,Fossil Chronograph Watch,Apparel,481.26,1148.1,Slow Moving,1,2023,481.26,812.91,0,0,1,1,0,0,0,0,31443
DIST048,Manufacturing,Spaces Cotton Towel Set,Home Goods,1133.87,2129.66,Medium,2,2022,1133.87,953.02,0,0,1,0,1,0,0,0,36052
DIST047,Manufacturing,Philips Air Purifier 3000i,Electronics,5840.97,2898.74,Fast Moving,4,2023,5840.97,3671.26,1,0,0,0,0,1,0,1,35357
DIST033,E-commerce,3M Car Care Kit,Automotive,21346.26,33045.78,Slow Moving,2,2021,21346.26,14143.06,0,0,1,1,1,0,0,0,24361
DIST025,Financial Services,Slazenger Tennis Balls,Sports,3260.86,3804.0,Medium,1,2025,3260.86,7065.45,0,0,1,1,0,0,0,0,17936
DIST039,Financial Services,Garmin Forerunner Watch,Sports,7447.2,4715.79,Slow Moving,3,2023,7447.2,5924.47,0,1,0,1,0,1,1,0,29113
DIST013,Manufacturing,Camlin Permanent Marker Set,Office Supplies,20460.61,17387.3,Slow Moving,2,2025,20460.61,15151.11,0,0,1,1,1,0,0,0,9164
DIST016,E-commerce,Dr. Morepen Glucometer,Health,16545.23,14827.33,Fast Moving,4,2021,16545.23,15658.51,1,0,0,0,0,1,0,1,11133
DIST039,Financial Services,IRIS Pet Food Container,Pet Supplies,1595.6,2981.05,Medium,2,2025,1595.6,1742.65,0,0,1,1,1,0,0,0,28984
DIST046,Manufacturing,Revital H Capsules,Health,3792.3,9972.53,Medium,1,2021,3792.3,6817.1,0,0,1,0,0,0,0,0,34035
DIST042,Retail,MTR Breakfast Mix,Food,548.43,640.46,Slow Moving,4,2021,548.43,732.65,1,0,0,0,0,1,0,1,31280
DIST011,Healthcare,AccuCheck Sugar Test Strips,Health,5400.9,6422.28,Slow Moving,3,2025,5400.9,4239.03,0,1,0,0,0,1,1,0,7886
DIST005,Financial Services,Kinley Water 1L Pack,Beverages,6749.72,8863.91,Fast Moving,2,2021,6749.72,4902.16,0,0,1,1,1,0,0,0,3708
DIST005,Financial Services,Puma Running Shorts,Apparel,9329.18,9210.96,Medium,3,2021,9329.18,8045.95,0,1,0,1,0,1,1,0,3387
DIST024,Hospitality,Exide Battery 65Ah,Automotive,17496.71,36472.36,Fast Moving,1,2020,17496.71,15747.04,0,0,1,0,0,0,0,0,17528
DIST004,Healthcare,Gulf Pride 4T Plus 10W-30,Automotive,2299.58,2446.05,Slow Moving,3,2024,2299.58,1658.56,0,1,0,0,0,1,1,0,2243
DIST011,Healthcare,Nintendo Switch Console,Toys,1861.3,1603.13,Slow Moving,3,2025,1861.3,1853.33,0,1,0,0,0,1,1,0,8180
DIST018,Manufacturing,Levi's 501 Original Jeans,Apparel,7079.43,7288.33,Slow Moving,1,2020,7079.43,6371.49,0,0,1,0,0,0,0,0,13105
DIST021,Healthcare,Michelin P215/65R16 Tires,Automotive,3219.18,2763.1,Fast Moving,3,2023,3219.18,3117.37,0,1,0,1,0,1,1,0,15283
DIST010,E-commerce,Philips Headlight Bulbs,Automotive,759.63,856.36,Fast Moving,2,2021,759.63,548.95,0,0,1,1,1,0,0,0,7277
DIST033,E-commerce,3M Car Care Kit,Automotive,14143.06,33045.78,Slow Moving,1,2021,14143.06,29008.09,0,0,1,0,0,0,0,0,24360
DIST025,Financial Services,Paper Boat Aam Panna,Beverages,6046.14,6158.53,Fast Moving,1,2021,6046.14,11426.89,0,0,1,0,0,0,0,0,18264
DIST001,Manufacturing,Bisleri 20L Can,Beverages,7461.91,7506.31,Slow Moving,3,2021,7461.91,4320.31,0,1,0,1,0,1,1,0,372
DIST015,Retail,Under Armour Performance Polo,Apparel,3440.37,7390.86,Medium,1,2021,3440.37,10665.65,0,0,1,0,0,0,0,0,10651
DIST043,Education,H&M Basic T-Shirt Pack,Apparel,1213.23,2242.81,Fast Moving,1,2021,1213.23,3020.59,0,0,1,0,0,0,0,0,32262
DIST035,Education,Haldiram's Bhujia,Food,29215.9,22105.21,Medium,4,2023,29215.9,33239.73,1,0,0,0,0,1,0,1,25764
DIST010,E-commerce,Farmina N&D Dog Food 12kg,Pet Supplies,2340.2,2546.34,Medium,2,2025,2340.2,1740.3,0,0,1,1,1,0,0,0,6927
DIST049,Financial Services,Columbia Hiking Backpack,Sports,4807.58,7917.89,Medium,2,2021,4807.58,3857.07,0,0,1,1,1,0,0,0,36602
DIST018,Manufacturing,Paper Boat Aam Panna,Beverages,2292.45,6158.53,Slow Moving,2,2020,2292.45,1814.1,0,0,1,1,1,0,0,0,13356
DIST023,Manufacturing,Marvel Action Figure Set,Toys,5146.68,4753.94,Fast Moving,3,2023,5146.68,3653.11,0,1,0,1,0,1,1,0,16183
DIST013,Manufacturing,Morphy Richards Toaster,Home Goods,6128.15,7381.4,Medium,1,2021,6128.15,10893.84,0,0,1,0,0,0,0,0,9510
DIST006,Financial Services,Real Mixed Fruit Juice,Beverages,2882.48,3092.51,Medium,3,2020,2882.48,1902.36,0,1,0,0,0,1,1,0,4027
DIST031,Education,Fisher-Price Learning Toys,Toys,4994.14,4397.48,Slow Moving,3,2023,4994.14,4165.81,0,1,0,1,0,1,1,0,22872
DIST003,Education,Britannia Good Day Cookies,Food,3125.46,4600.58,Fast Moving,2,2022,3125.46,3231.56,0,0,1,0,1,0,0,0,1727
DIST031,Education,Gulf Pride 4T Plus 10W-30,Automotive,2923.69,2446.05,Slow Moving,4,2023,2923.69,3320.65,1,0,0,0,0,1,0,1,22413
DIST006,Financial Services,Himalaya Purifying Neem Face Wash,Beauty,11296.4,9807.82,Slow Moving,2,2023,11296.4,9324.88,0,0,1,0,1,0,0,0,4465
DIST012,Retail,Tata Tea Premium 1kg,Beverages,1660.49,1121.9,Fast Moving,4,2024,1660.49,2154.6,1,0,0,0,0,1,0,1,8753
DIST037,Education,Marvel Action Figure Set,Toys,3374.42,4753.94,Slow Moving,1,2025,3374.42,6394.45,0,0,1,1,0,0,0,0,27710
DIST030,Financial Services,Neelgagan Stamp Pad,Office Supplies,497.11,365.18,Fast Moving,4,2023,497.11,318.84,1,0,0,0,0,1,0,1,21569
DIST024,Hospitality,AutoStark Car Cover,Automotive,3367.13,2929.06,Medium,3,2023,3367.13,2709.05,0,1,0,1,0,1,1,0,17635
DIST011,Healthcare,"Sony Bravia 55"" OLED TV",Electronics,1621.06,1982.55,Slow Moving,2,2023,1621.06,1362.46,0,0,1,0,1,0,0,0,8448
DIST005,Financial Services,Pedigree Adult Dog Food 10kg,Pet Supplies,1930.3,4920.06,Slow Moving,1,2022,1930.3,3749.81,0,0,1,1,0,0,0,0,3482
DIST004,Healthcare,Voltas 2 Ton Window AC,Electronics,10432.89,4366.23,Fast Moving,4,2025,10432.89,4870.95,1,0,0,0,0,1,0,1,2933
DIST004,Healthcare,Michelin P215/65R16 Tires,Automotive,2069.44,2763.1,Slow Moving,3,2022,2069.44,1539.5,0,1,0,1,0,1,1,0,2190
DIST027,Wholesale,Kissan Mixed Fruit Jam,Food,5771.13,8738.38,Medium,1,2024,5771.13,9269.15,0,0,1,1,0,0,0,0,19580
DIST031,Education,Columbia Fleece Jacket,Apparel,41287.7,35348.43,Slow Moving,3,2021,41287.7,27905.37,0,1,0,1,0,1,1,0,22658
DIST038,Education,Everest Chicken Masala,Food,2186.85,1251.2,Fast Moving,4,2022,2186.85,2427.53,1,0,0,0,0,1,0,1,28495
DIST003,Education,Mobil Super Mileage 15W-40,Automotive,1522.42,2485.01,Slow Moving,2,2025,1522.42,1345.31,0,0,1,1,1,0,0,0,1829
DIST036,Healthcare,Tata Salt 1kg,Food,4528.23,2968.99,Slow Moving,4,2025,4528.23,4317.65,1,0,0,0,0,1,0,1,26435
DIST045,E-commerce,H&M Basic T-Shirt Pack,Apparel,1262.23,2242.81,Fast Moving,2,2020,1262.23,887.84,0,0,1,1,1,0,0,0,33255
DIST027,Wholesale,Cosco Volleyball,Sports,591.34,838.75,Medium,1,2021,591.34,1500.17,0,0,1,0,0,0,0,0,19270
DIST007,E-commerce,Supreme Plastic Chair Set,Home Goods,3361.45,2453.24,Medium,4,2022,3361.45,1997.85,1,0,0,0,0,1,0,1,4737
DIST013,Manufacturing,Nerf Elite Blaster,Toys,1896.02,1725.61,Medium,3,2024,1896.02,2204.77,0,1,0,0,0,1,1,0,9094
DIST013,Manufacturing,PetSafe Drinkwell Water Fountain,Pet Supplies,2691.71,2523.22,Fast Moving,3,2022,2691.71,1757.71,0,1,0,1,0,1,1,0,9948
DIST046,Manufacturing,Reynolds Trimax Pen Pack,Office Supplies,954.43,1408.82,Medium,3,2024,954.43,756.56,0,1,0,0,0,1,1,0,34693
DIST035,Education,Savic Dog Carrier,Pet Supplies,3684.35,3801.62,Slow Moving,2,2024,3684.35,3415.37,0,0,1,1,1,0,0,0,26156
DIST046,Manufacturing,Real Mixed Fruit Juice,Beverages,4950.94,3092.51,Fast Moving,3,2023,4950.94,3324.19,0,1,0,1,0,1,1,0,34574
DIST021,Healthcare,Michael Kors Crossbody Bag,Apparel,13512.16,7211.41,Fast Moving,4,2024,13512.16,8400.18,1,0,0,0,0,1,0,1,15356
DIST008,Manufacturing,Patanjali Honey 500g,Food,9425.6,11020.67,Fast Moving,4,2024,9425.6,9086.13,1,0,0,0,0,1,0,1,6121
DIST038,Education,Canon EOS R6 Camera,Electronics,3150.07,4083.36,Slow Moving,2,2023,3150.07,3102.61,0,0,1,0,1,0,0,0,28639
DIST026,Manufacturing,Michelin P215/65R16 Tires,Automotive,1712.15,2763.1,Medium,2,2022,1712.15,1574.41,0,0,1,0,1,0,0,0,18639
DIST036,Healthcare,MAC Ruby Woo Lipstick,Beauty,4555.29,5146.8,Slow Moving,4,2024,4555.29,4148.05,1,0,0,0,0,1,0,1,27089
DIST008,Manufacturing,Yamaha Bike Oil 10W-40,Automotive,3117.49,5202.68,Slow Moving,1,2022,3117.49,3905.25,0,0,1,1,0,0,0,0,5969
DIST026,Manufacturing,Exide Battery 65Ah,Automotive,49756.2,36472.36,Medium,2,2024,49756.2,41694.85,0,0,1,1,1,0,0,0,18553
DIST030,Financial Services,Biotique Morning Nectar Lotion,Beauty,2404.06,2458.76,Medium,1,2020,2404.06,2163.65,0,0,1,0,0,0,0,0,21625
DIST004,Healthcare,Tata Tea Premium 1kg,Beverages,1134.37,1121.9,Medium,2,2023,1134.37,906.08,0,0,1,0,1,0,0,0,2333
DIST044,Healthcare,Mattel Barbie Dreamhouse,Toys,20484.42,12981.66,Medium,4,2021,20484.42,12847.18,1,0,0,0,0,1,0,1,33074
DIST043,Education,Carrom Board Full Size,Toys,2336.87,5188.35,Slow Moving,1,2022,2336.87,5580.72,0,0,1,1,0,0,0,0,32670
DIST039,Financial Services,Himalaya Purifying Neem Face Wash,Beauty,10854.06,9807.82,Slow Moving,3,2024,10854.06,9603.28,0,1,0,0,0,1,1,0,29322
DIST021,Healthcare,Shell Helix Ultra 4L,Automotive,2985.85,4141.9,Medium,2,2020,2985.85,2348.93,0,0,1,1,1,0,0,0,15294
DIST036,Healthcare,MTR Breakfast Mix,Food,690.38,640.46,Medium,1,2023,690.38,1150.81,0,0,1,1,0,0,0,0,26944
DIST041,E-commerce,Pantene Anti-Dandruff Shampoo,Beauty,4627.78,5199.53,Slow Moving,1,2021,4627.78,8857.78,0,0,1,0,0,0,0,0,30957
DIST032,Manufacturing,MacBook Air M3,Electronics,7488.23,10338.66,Fast Moving,1,2022,7488.23,16800.4,0,0,1,1,0,0,0,0,23071
DIST009,Manufacturing,Wilson Tennis Racket,Sports,1207.81,1333.02,Medium,4,2021,1207.81,957.88,1,0,0,0,0,1,0,1,6500
DIST014,Manufacturing,Reynolds Trimax Pen Pack,Office Supplies,1497.84,1408.82,Fast Moving,3,2020,1497.84,1279.53,0,1,0,0,0,1,1,0,10146
DIST042,Retail,Lenovo ThinkPad X1,Electronics,12893.75,16091.06,Fast Moving,1,2022,12893.75,16939.06,0,0,1,1,0,0,0,0,31393
DIST048,Manufacturing,Wilson Tennis Racket,Sports,1290.1,1333.02,Medium,1,2025,1290.1,2451.5,0,0,1,1,0,0,0,0,35789
DIST010,E-commerce,Fisher-Price Learning Toys,Toys,4258.57,4397.48,Slow Moving,4,2024,4258.57,3814.2,1,0,0,0,0,1,0,1,7791
DIST015,Retail,Hot Wheels 5-Car Pack,Toys,4092.86,5502.54,Slow Moving,2,2023,4092.86,3603.29,0,0,1,0,1,0,0,0,10636
DIST016,E-commerce,Marvel Action Figure Set,Toys,4740.1,4753.94,Slow Moving,3,2025,4740.1,3668.56,0,1,0,0,0,1,1,0,11419
DIST037,Education,Reebok Dumbbells Set,Sports,1609.7,1200.72,Slow Moving,4,2022,1609.7,2032.2,1,0,0,0,0,1,0,1,27450
DIST045,E-commerce,7UP 600ml Bottle,Beverages,1254.46,1285.49,Slow Moving,3,2023,1254.46,637.96,0,1,0,1,0,1,1,0,33703
DIST036,Healthcare,Ensure Protein Powder,Health,8896.0,6692.47,Slow Moving,2,2022,8896.0,7325.91,0,0,1,0,1,0,0,0,26398
DIST033,E-commerce,Samsung Galaxy S24 Ultra,Electronics,6690.48,8209.01,Medium,1,2023,6690.48,13977.54,0,0,1,1,0,0,0,0,24212
DIST035,Education,Parker Vector Fountain Pen,Office Supplies,16622.78,13816.22,Slow Moving,3,2023,16622.78,15949.3,0,1,0,1,0,1,1,0,26060
DIST039,Financial Services,Hasbro Gaming Jenga,Toys,888.42,845.34,Slow Moving,3,2023,888.42,598.33,0,1,0,1,0,1,1,0,28818
DIST017,Retail,Fevicol Adhesive 200g,Office Supplies,8155.67,5737.77,Fast Moving,4,2020,8155.67,8354.63,1,0,0,1,0,1,0,1,12493
DIST006,Financial Services,Canon EOS R6 Camera,Electronics,3960.22,4083.36,Slow Moving,4,2023,3960.22,2721.61,1,0,0,0,0,1,0,1,4132
DIST031,Education,"LG 32"" HD Ready LED TV",Electronics,5356.45,3616.62,Slow Moving,4,2025,5356.45,2978.36,1,0,0,0,0,1,0,1,22102
DIST032,Manufacturing,MacBook Air M3,Electronics,13773.64,10338.66,Medium,3,2023,13773.64,8251.77,0,1,0,1,0,1,1,0,23077
DIST043,Education,Vans Old Skool Sneakers,Apparel,16625.69,13401.03,Medium,3,2022,16625.69,12568.21,0,1,0,1,0,1,1,0,32648
DIST020,Retail,Sony WH-1000XM5 Headphones,Electronics,6638.77,9515.13,Fast Moving,2,2021,6638.77,6769.21,0,0,1,1,1,0,0,0,14111
DIST023,Manufacturing,Play-Doh Modeling Compound,Toys,2968.27,3242.42,Slow Moving,2,2021,2968.27,2040.8,0,0,1,1,1,0,0,0,16197
DIST033,E-commerce,"Samsung 43"" Crystal 4K TV",Electronics,1544.02,2013.53,Slow Moving,1,2022,1544.02,2844.32,0,0,1,1,0,0,0,0,24342
DIST011,Healthcare,Ray-Ban Wayfarer Sunglasses,Apparel,2204.02,2462.16,Fast Moving,2,2020,2204.02,1983.62,0,0,1,1,1,0,0,0,8458
DIST030,Financial Services,Asian Paints Apcolite Premium Enamel,Paint and ancillaries,4886.22,6108.35,Fast Moving,1,2020,4886.22,4397.6,0,0,1,0,0,0,0,0,21601
DIST050,Wholesale,MAC Ruby Woo Lipstick,Beauty,3679.19,5146.8,Medium,1,2021,3679.19,6269.05,0,0,1,0,0,0,0,0,37355
DIST036,Healthcare,Revital H Capsules,Health,5939.34,9972.53,Slow Moving,3,2020,5939.34,5624.82,0,1,0,0,0,1,1,0,26891
DIST045,E-commerce,Horlicks Classic 1kg,Beverages,4697.06,2457.11,Slow Moving,4,2025,4697.06,4687.93,1,0,0,0,0,1,0,1,33504
DIST003,Education,Asian Paints Apcolite Premium Enamel,Paint and ancillaries,2188.91,6108.35,Slow Moving,1,2023,2188.91,3039.02,0,0,1,1,0,0,0,0,1843
DIST048,Manufacturing,Me-O Cat Food Seafood 7kg,Pet Supplies,25762.83,21784.25,Medium,4,2021,25762.83,26320.74,1,0,0,0,0,1,0,1,35552
DIST035,Education,Nerolac Impressions HD Paint,Paint and ancillaries,1007.46,930.34,Slow Moving,1,2024,1007.46,1896.04,0,0,1,1,0,0,0,0,25471
DIST033,E-commerce,Thums Up 1.25L,Beverages,7835.69,17644.64,Slow Moving,1,2025,7835.69,11660.79,0,0,1,1,0,0,0,0,24065
DIST002,Hospitality,Farmina N&D Dog Food 12kg,Pet Supplies,2758.27,2546.34,Medium,2,2024,2758.27,1779.49,0,0,1,1,1,0,0,0,1210
DIST022,E-commerce,Nestle Maggi Noodles,Food,1870.95,3119.14,Fast Moving,1,2020,1870.95,1683.86,0,0,1,0,0,0,0,0,15610
DIST020,Retail,Yamaha Bike Oil 10W-40,Automotive,8087.16,5202.68,Medium,3,2024,8087.16,6296.82,0,1,0,0,0,1,1,0,14378
DIST032,Manufacturing,H&M Basic T-Shirt Pack,Apparel,1907.49,2242.81,Medium,1,2020,1907.49,1716.74,0,0,1,0,0,0,0,0,23705
DIST024,Hospitality,Nivia Basketball,Sports,9606.23,5532.88,Fast Moving,4,2021,9606.23,7322.98,1,0,0,0,0,1,0,1,17423
DIST011,Healthcare,Me-O Cat Food Seafood 7kg,Pet Supplies,12851.7,21784.25,Slow Moving,1,2024,12851.7,21128.83,0,0,1,1,0,0,0,0,7996
DIST049,Financial Services,Under Armour Performance Polo,Apparel,4319.96,7390.86,Medium,1,2024,4319.96,7401.16,0,0,1,1,0,0,0,0,36520
DIST023,Manufacturing,Honda Engine Oil 10W-30,Automotive,7929.82,4770.42,Slow Moving,4,2022,7929.82,6976.64,1,0,0,0,0,1,0,1,16755
DIST033,E-commerce,Cat Mate Pet Fountain,Pet Supplies,4550.41,5975.71,Medium,1,2024,4550.41,6766.29,0,0,1,1,0,0,0,0,24685
DIST042,Retail,Bournvita 1kg,Food,40579.09,29034.11,Slow Moving,3,2025,40579.09,23534.59,0,1,0,0,0,1,1,0,31590
DIST013,Manufacturing,Levi's 501 Original Jeans,Apparel,8873.58,7288.33,Medium,4,2020,8873.58,5647.44,1,0,0,1,0,1,0,1,9709
DIST038,Education,MAC Ruby Woo Lipstick,Beauty,9211.05,5146.8,Medium,4,2025,9211.05,6341.68,1,0,0,0,0,1,0,1,28626
DIST007,E-commerce,Cat Mate Pet Fountain,Pet Supplies,5344.86,5975.71,Slow Moving,1,2023,5344.86,8864.32,0,0,1,1,0,0,0,0,5267
DIST002,Hospitality,H&M Basic T-Shirt Pack,Apparel,2793.68,2242.81,Slow Moving,4,2021,2793.68,1760.24,1,0,0,0,0,1,0,1,1545
DIST004,Healthcare,Amaron Battery 45Ah,Automotive,6240.5,15903.38,Fast Moving,1,2020,6240.5,5616.45,0,0,1,0,0,0,0,0,2569
DIST002,Hospitality,Everest Chicken Masala,Food,738.99,1251.2,Medium,1,2020,738.99,665.09,0,0,1,0,0,0,0,0,893
DIST018,Manufacturing,Havells Table Fan,Home Goods,416.21,956.25,Fast Moving,2,2020,416.21,361.14,0,0,1,1,1,0,0,0,13334
DIST003,Education,Supradyn Multivitamin Tablets,Health,1903.48,3263.81,Slow Moving,3,2024,1903.48,2015.96,0,1,0,0,0,1,1,0,1691
DIST035,Education,Scotch Magic Tape,Office Supplies,3439.66,4473.52,Medium,3,2024,3439.66,3127.12,0,1,0,0,0,1,1,0,26040
DIST040,Retail,Kellogg's Corn Flakes,Food,14309.97,11517.95,Slow Moving,2,2024,14309.97,11976.17,0,0,1,1,1,0,0,0,29389
DIST003,Education,Calvin Klein Boxer Brief Set,Apparel,1232.99,1485.3,Slow Moving,3,2025,1232.99,1237.63,0,1,0,0,0,1,1,0,1672
DIST034,E-commerce,Dove Moisturizing Cream,Beauty,1737.92,3468.33,Medium,2,2020,1737.92,1631.74,0,0,1,1,1,0,0,0,24976
DIST006,Financial Services,Supradyn Multivitamin Tablets,Health,4003.39,3263.81,Medium,4,2025,4003.39,4443.0,1,0,0,0,0,1,0,1,4519
DIST032,Manufacturing,Coca-Cola 2L Bottle,Beverages,28119.94,22796.18,Medium,4,2025,28119.94,30347.48,1,0,0,0,0,1,0,1,23062
DIST006,Financial Services,"Sony Bravia 55"" OLED TV",Electronics,3681.05,1982.55,Fast Moving,4,2025,3681.05,2685.82,1,0,0,0,0,1,0,1,4340
DIST033,E-commerce,PetSafe Gentle Leader Collar,Pet Supplies,898.85,1265.77,Medium,3,2025,898.85,700.17,0,1,0,0,0,1,1,0,24022
DIST004,Healthcare,Uniqlo AIRism Undershirt,Apparel,4122.18,4630.7,Medium,2,2022,4122.18,3665.49,0,0,1,0,1,0,0,0,2642
DIST048,Manufacturing,Faber-Castell Highlighters,Office Supplies,5433.83,6957.07,Slow Moving,3,2025,5433.83,5766.25,0,1,0,0,0,1,1,0,36201
DIST034,E-commerce,Milton Thermosteel Flask,Home Goods,12857.6,21658.67,Fast Moving,1,2020,12857.6,11571.84,0,0,1,0,0,0,0,0,25227
DIST043,Education,Puma Running Shorts,Apparel,5201.44,9210.96,Fast Moving,1,2025,5201.44,9011.95,0,0,1,1,0,0,0,0,32611
DIST039,Financial Services,Lenovo ThinkPad X1,Electronics,11662.93,16091.06,Medium,4,2021,11662.93,8550.09,1,0,0,0,0,1,0,1,29195
DIST002,Hospitality,Neutrogena Sunscreen SPF 50,Beauty,4884.01,9695.03,Fast Moving,2,2020,4884.01,4181.29,0,0,1,1,1,0,0,0,1171
DIST036,Healthcare,Exide Battery 65Ah,Automotive,44848.66,36472.36,Medium,2,2021,44848.66,33429.55,0,0,1,1,1,0,0,0,27031
DIST029,Manufacturing,Bajaj Mixer Grinder,Home Goods,10402.14,7816.7,Slow Moving,4,2025,10402.14,6304.66,1,0,0,0,0,1,0,1,21279
DIST045,E-commerce,Classmate Notebook Set,Office Supplies,7384.96,5049.67,Medium,4,2024,7384.96,7711.18,1,0,0,0,0,1,0,1,33891
DIST043,Education,Carrom Board Full Size,Toys,2442.41,5188.35,Fast Moving,2,2020,2442.41,2330.14,0,0,1,1,1,0,0,0,32663
DIST026,Manufacturing,North Face Puffer Jacket,Apparel,9542.67,8039.47,Fast Moving,3,2022,9542.67,5093.36,0,1,0,1,0,1,1,0,18340
DIST033,E-commerce,Morphy Richards Toaster,Home Goods,5412.49,7381.4,Fast Moving,1,2022,5412.49,13170.99,0,0,1,1,0,0,0,0,24274
DIST016,E-commerce,Milton Thermosteel Flask,Home Goods,22461.06,21658.67,Fast Moving,1,2024,22461.06,52458.27,0,0,1,1,0,0,0,0,11506
DIST042,Retail,Sprite 2.25L Bottle,Beverages,5156.97,7729.18,Slow Moving,1,2022,5156.97,10791.25,0,0,1,1,0,0,0,0,31949
DIST032,Manufacturing,Everest Chicken Masala,Food,1202.0,1251.2,Fast Moving,2,2020,1202.0,775.01,0,0,1,1,1,0,0,0,23154
DIST005,Financial Services,Bisleri 20L Can,Beverages,4089.7,7506.31,Medium,1,2023,4089.7,8181.3,0,0,1,1,0,0,0,0,3780
DIST019,E-commerce,Parker Vector Fountain Pen,Office Supplies,14112.62,13816.22,Fast Moving,4,2022,14112.62,14675.78,1,0,0,0,0,1,0,1,13749
